ORDER_KEY,SOURCE_ORDER_ID,ORDER_DATE,SHIP_DATE,SHIPMODE_ID
2661,CA-2016-161676,2016-07-18,2016-07-23,4
2662,CA-2016-161746,2016-10-21,2016-10-27,4
2663,CA-2016-161781,2016-09-29,2016-09-30,1
2664,CA-2016-161816,2016-04-28,2016-05-01,1
2665,CA-2016-161907,2016-04-05,2016-04-09,4
2666,CA-2016-161928,2016-06-27,2016-06-29,3
2667,CA-2016-162082,2016-03-14,2016-03-17,1
2668,CA-2016-162110,2016-07-18,2016-07-22,4
2669,CA-2016-162138,2016-04-23,2016-04-27,4
2670,CA-2016-162159,2016-09-16,2016-09-18,1
2671,CA-2016-162187,2016-12-11,2016-12-11,2
2672,CA-2016-162222,2016-04-03,2016-04-03,2
2673,CA-2016-162236,2016-11-04,2016-11-06,3
2674,CA-2016-162313,2016-11-27,2016-11-30,1
2675,CA-2016-162348,2016-11-10,2016-11-15,4
2676,CA-2016-162355,2016-06-30,2016-07-02,3
2677,CA-2016-162383,2016-09-05,2016-09-11,4
2678,CA-2016-162390,2016-12-06,2016-12-12,4
2679,CA-2016-162404,2016-07-23,2016-07-27,4
2680,CA-2016-162614,2016-10-07,2016-10-13,4
2681,CA-2016-162726,2016-12-27,2017-01-02,4
2682,CA-2016-162733,2016-05-11,2016-05-12,1
2683,CA-2016-162747,2016-03-20,2016-03-25,3
2684,CA-2016-162901,2016-03-28,2016-03-31,1
2685,CA-2016-162943,2016-07-24,2016-07-26,3
2686,CA-2016-163048,2016-02-08,2016-02-15,4
2687,CA-2016-163153,2016-03-21,2016-03-25,4
2688,CA-2016-163167,2016-11-28,2016-12-01,3
2689,CA-2016-163174,2016-08-26,2016-08-30,4
2690,CA-2016-163202,2016-09-27,2016-10-02,4
2691,CA-2016-163216,2016-10-07,2016-10-10,1
2692,CA-2016-163328,2016-11-04,2016-11-06,3
2693,CA-2016-163384,2016-11-10,2016-11-12,1
2694,CA-2016-163398,2016-05-03,2016-05-08,4
2695,CA-2016-163573,2016-11-24,2016-11-27,1
2696,CA-2016-163594,2016-04-12,2016-04-14,1
2697,CA-2016-163636,2016-12-05,2016-12-09,3
2698,CA-2016-163755,2016-11-04,2016-11-08,3
2699,CA-2016-163776,2016-07-19,2016-07-25,4
2700,CA-2016-163804,2016-12-02,2016-12-08,4
2701,CA-2016-163937,2016-01-10,2016-01-13,3
2702,CA-2016-163951,2016-12-30,2017-01-02,1
2703,CA-2016-163972,2016-10-17,2016-10-21,4
2704,CA-2016-163986,2016-09-03,2016-09-10,4
2705,CA-2016-164035,2016-06-12,2016-06-17,4
2706,CA-2016-164091,2016-09-17,2016-09-22,4
2707,CA-2016-164154,2016-09-11,2016-09-17,4
2708,CA-2016-164350,2016-09-10,2016-09-12,3
2709,CA-2016-164399,2016-11-12,2016-11-15,1
2710,CA-2016-164483,2016-01-30,2016-02-03,4
2711,CA-2016-164490,2016-09-05,2016-09-10,3
2712,CA-2016-164511,2016-11-19,2016-11-24,4
2713,CA-2016-164574,2016-07-29,2016-08-03,4
2714,CA-2016-164637,2016-03-04,2016-03-08,4
2715,CA-2016-164672,2016-05-08,2016-05-13,3
2716,CA-2016-164735,2016-04-14,2016-04-19,3
2717,CA-2016-164770,2016-12-02,2016-12-04,3
2718,CA-2016-164784,2016-05-01,2016-05-04,1
2719,CA-2016-164889,2016-06-03,2016-06-06,3
2720,CA-2016-164896,2016-11-07,2016-11-12,4
2721,CA-2016-164924,2016-07-10,2016-07-10,2
2722,CA-2016-164938,2016-02-11,2016-02-13,1
2723,CA-2016-165015,2016-02-25,2016-02-27,3
2724,CA-2016-165148,2016-10-22,2016-10-24,1
2725,CA-2016-165169,2016-06-05,2016-06-11,4
2726,CA-2016-165218,2016-03-05,2016-03-11,4
2727,CA-2016-165316,2016-07-23,2016-07-27,4
2728,CA-2016-165330,2016-12-11,2016-12-11,2
2729,CA-2016-165470,2016-11-25,2016-11-30,4
2730,CA-2016-165484,2016-10-23,2016-10-29,4
2731,CA-2016-165561,2016-11-24,2016-11-28,4
2732,CA-2016-165673,2016-05-15,2016-05-19,3
2733,CA-2016-165820,2016-09-26,2016-09-30,4
2734,CA-2016-165827,2016-11-04,2016-11-09,4
2735,CA-2016-165848,2016-06-04,2016-06-04,2
2736,CA-2016-165918,2016-09-10,2016-09-14,4
2737,CA-2016-165995,2016-08-30,2016-09-06,4
2738,CA-2016-166163,2016-08-15,2016-08-20,3
2739,CA-2016-166226,2016-11-18,2016-11-22,4
2740,CA-2016-166240,2016-06-24,2016-06-28,4
2741,CA-2016-166275,2016-10-24,2016-10-24,2
2742,CA-2016-166282,2016-04-16,2016-04-22,4
2743,CA-2016-166373,2016-10-21,2016-10-25,4
2744,CA-2016-166380,2016-05-30,2016-06-03,4
2745,CA-2016-166429,2016-09-02,2016-09-08,4
2746,CA-2016-166443,2016-11-04,2016-11-05,1
2747,CA-2016-166485,2016-02-20,2016-02-27,4
2748,CA-2016-166618,2016-11-14,2016-11-18,4
2749,CA-2016-166625,2016-04-14,2016-04-17,1
2750,CA-2016-166653,2016-09-22,2016-09-24,3
2751,CA-2016-166674,2016-04-01,2016-04-03,3
2752,CA-2016-166772,2016-09-20,2016-09-24,4
2753,CA-2016-166912,2016-01-15,2016-01-17,1
2754,CA-2016-167115,2016-04-04,2016-04-09,4
2755,CA-2016-167241,2016-08-15,2016-08-22,4
2756,CA-2016-167290,2016-10-30,2016-11-04,4
2757,CA-2016-167416,2016-05-12,2016-05-17,4
2758,CA-2016-167507,2016-12-22,2016-12-28,4
2759,CA-2016-167556,2016-03-29,2016-04-02,4
2760,CA-2016-167584,2016-08-12,2016-08-12,2
2761,CA-2016-167605,2016-04-28,2016-04-30,3
2762,CA-2016-167682,2016-04-03,2016-04-09,4
2763,CA-2016-167759,2016-03-03,2016-03-08,3
2764,CA-2016-167983,2016-08-21,2016-08-24,3
2765,CA-2016-168032,2016-01-30,2016-02-03,4
2766,CA-2016-168046,2016-01-25,2016-01-28,3
2767,CA-2016-168081,2016-04-24,2016-04-27,3
2768,CA-2016-168354,2016-09-19,2016-09-21,1
2769,CA-2016-168361,2016-06-21,2016-06-25,4
2770,CA-2016-168536,2016-12-20,2016-12-24,4
2771,CA-2016-168543,2016-07-03,2016-07-07,4
2772,CA-2016-168557,2016-09-19,2016-09-23,4
2773,CA-2016-168753,2016-05-29,2016-06-01,3
2774,CA-2016-168774,2016-09-04,2016-09-09,4
2775,CA-2016-168830,2016-11-07,2016-11-13,4
2776,CA-2016-168844,2016-05-31,2016-06-06,4
2777,CA-2016-168893,2016-11-03,2016-11-08,3
2778,CA-2016-168921,2016-10-20,2016-10-22,1
2779,CA-2016-168956,2016-02-16,2016-02-20,4
2780,CA-2016-169026,2016-08-08,2016-08-13,4
2781,CA-2016-169103,2016-03-08,2016-03-13,4
2782,CA-2016-169166,2016-05-09,2016-05-14,4
2783,CA-2016-169194,2016-06-20,2016-06-25,4
2784,CA-2016-169215,2016-07-14,2016-07-18,3
2785,CA-2016-169334,2016-10-21,2016-10-24,3
2786,CA-2016-169663,2016-03-10,2016-03-13,1
2787,CA-2016-169670,2016-12-25,2016-12-31,4
2788,CA-2016-169824,2016-12-12,2016-12-17,4
2789,CA-2016-169838,2016-11-25,2016-11-29,4
2790,CA-2016-169887,2016-10-22,2016-10-22,2
2791,CA-2016-169922,2016-06-11,2016-06-17,4
2792,CA-2016-169943,2016-05-19,2016-05-24,4
2793,CA-2016-169957,2016-09-26,2016-09-30,4
2794,CA-2016-169971,2016-09-04,2016-09-09,4
2795,CA-2017-100013,2017-11-06,2017-11-11,4
2796,CA-2017-100055,2017-05-28,2017-06-01,4
2797,CA-2017-100097,2017-11-26,2017-11-29,3
2798,CA-2017-100111,2017-09-20,2017-09-26,4
2799,CA-2017-100160,2017-09-07,2017-09-11,4
2800,CA-2017-100202,2016-12-31,2017-01-05,4
2801,CA-2017-100223,2017-07-05,2017-07-10,4
2802,CA-2017-100230,2017-12-11,2017-12-15,4
2803,CA-2017-100237,2017-10-15,2017-10-19,4
2804,CA-2017-100314,2017-09-29,2017-10-05,4
2805,CA-2017-100335,2017-09-07,2017-09-13,4
2806,CA-2017-100356,2017-10-21,2017-10-25,4
2807,CA-2017-100384,2017-06-24,2017-07-01,4
2808,CA-2017-100412,2017-12-22,2017-12-26,4
2809,CA-2017-100426,2017-06-04,2017-06-08,4
2810,CA-2017-100433,2017-08-11,2017-08-16,4
2811,CA-2017-100524,2017-03-31,2017-04-02,3
2812,CA-2017-100580,2017-08-13,2017-08-20,4
2813,CA-2017-100601,2017-11-16,2017-11-20,4
2814,CA-2017-100615,2017-04-20,2017-04-24,4
2815,CA-2017-100622,2017-11-03,2017-11-07,4
2816,CA-2017-100636,2017-06-26,2017-06-30,4
2817,CA-2017-100650,2017-06-29,2017-07-03,3
2818,CA-2017-100748,2017-05-13,2017-05-20,4
2819,CA-2017-100783,2017-09-04,2017-09-08,3
2820,CA-2017-100811,2017-11-21,2017-11-24,1
2821,CA-2017-100825,2017-09-09,2017-09-14,4
2822,CA-2017-100902,2017-11-17,2017-11-21,4
2823,CA-2017-100951,2017-06-09,2017-06-10,1
2824,CA-2017-101014,2017-08-29,2017-09-04,4
2825,CA-2017-101042,2017-11-19,2017-11-23,4
2826,CA-2017-101049,2017-06-21,2017-06-25,3
2827,CA-2017-101077,2017-03-25,2017-03-30,3
2828,CA-2017-101182,2017-09-04,2017-09-05,1
2829,CA-2017-101210,2017-08-25,2017-08-28,3
2830,CA-2017-101245,2017-11-27,2017-12-03,4
2831,CA-2017-101273,2017-08-27,2017-08-30,3
2832,CA-2017-101308,2017-10-02,2017-10-07,4
2833,CA-2017-101322,2017-12-28,2017-12-31,1
2834,CA-2017-101434,2017-06-20,2017-06-27,4
2835,CA-2017-101483,2017-07-29,2017-08-01,3
2836,CA-2017-101574,2017-09-28,2017-10-04,4
2837,CA-2017-101581,2017-10-22,2017-10-27,4
2838,CA-2017-101637,2017-03-24,2017-03-25,2
2839,CA-2017-101665,2017-11-25,2017-12-01,4
2840,CA-2017-101700,2017-04-23,2017-04-26,1
2841,CA-2017-101728,2017-08-19,2017-08-23,4
2842,CA-2017-101749,2017-10-03,2017-10-08,4
2843,CA-2017-101798,2017-12-11,2017-12-15,4
2844,CA-2017-101805,2017-12-01,2017-12-06,4
2845,CA-2017-101945,2017-11-24,2017-11-28,4
2846,CA-2017-101959,2017-02-28,2017-03-06,4
2847,CA-2017-102099,2017-12-18,2017-12-19,1
2848,CA-2017-102155,2017-07-13,2017-07-17,4
2849,CA-2017-102197,2017-12-20,2017-12-26,4
2850,CA-2017-102204,2017-05-01,2017-05-06,4
2851,CA-2017-102218,2017-09-02,2017-09-04,3
2852,CA-2017-102267,2017-11-30,2017-12-04,4
2853,CA-2017-102309,2017-09-23,2017-09-25,3
2854,CA-2017-102337,2017-06-13,2017-06-16,1
2855,CA-2017-102379,2017-12-02,2017-12-06,4
2856,CA-2017-102407,2017-12-09,2017-12-13,3
2857,CA-2017-102414,2017-05-15,2017-05-18,3
2858,CA-2017-102519,2017-11-27,2017-11-29,1
2859,CA-2017-102554,2017-06-11,2017-06-15,4
2860,CA-2017-102610,2017-11-04,2017-11-08,4
2861,CA-2017-102659,2017-12-09,2017-12-15,4
2862,CA-2017-102729,2017-10-26,2017-10-31,4
2863,CA-2017-102736,2017-09-05,2017-09-09,4
2864,CA-2017-102750,2017-09-04,2017-09-08,3
2865,CA-2017-102771,2017-03-31,2017-04-05,4
2866,CA-2017-102820,2017-05-07,2017-05-11,4
2867,CA-2017-102834,2017-03-09,2017-03-13,4
2868,CA-2017-102925,2017-11-05,2017-11-10,3
2869,CA-2017-102946,2017-06-30,2017-07-05,4
2870,CA-2017-102967,2017-09-22,2017-09-26,4
2871,CA-2017-102974,2017-09-19,2017-09-24,4
2872,CA-2017-103009,2017-11-03,2017-11-05,3
2873,CA-2017-103065,2017-10-20,2017-10-20,2
2874,CA-2017-103156,2017-11-23,2017-11-24,1
2875,CA-2017-103212,2017-10-13,2017-10-14,1
2876,CA-2017-103352,2017-11-27,2017-11-30,3
2877,CA-2017-103380,2017-11-21,2017-11-25,4
2878,CA-2017-103415,2017-12-03,2017-12-08,4
2879,CA-2017-103443,2017-12-17,2017-12-23,4
2880,CA-2017-103478,2017-07-21,2017-07-24,3
2881,CA-2017-103499,2017-11-20,2017-11-24,4
2882,CA-2017-103506,2017-07-23,2017-07-27,4
2883,CA-2017-103520,2017-09-23,2017-09-25,1
2884,CA-2017-103611,2017-09-12,2017-09-15,1
2885,CA-2017-103765,2017-11-24,2017-11-30,4
2886,CA-2017-103877,2017-09-07,2017-09-14,4
2887,CA-2017-103968,2017-12-01,2017-12-07,4
2888,CA-2017-104003,2017-10-07,2017-10-13,4
2889,CA-2017-104010,2017-04-23,2017-04-25,1
2890,CA-2017-104024,2017-08-29,2017-09-03,3
2891,CA-2017-104066,2017-12-05,2017-12-10,4
2892,CA-2017-104080,2017-03-08,2017-03-15,4
2893,CA-2017-104108,2017-12-02,2017-12-09,4
2894,CA-2017-104136,2017-11-01,2017-11-04,3
2895,CA-2017-104220,2017-01-30,2017-02-05,4
2896,CA-2017-104318,2017-05-13,2017-05-18,4
2897,CA-2017-104381,2017-12-16,2017-12-23,4
2898,CA-2017-104388,2017-07-05,2017-07-07,1
2899,CA-2017-104577,2017-05-12,2017-05-17,4
2900,CA-2017-104619,2017-01-24,2017-01-29,4
2901,CA-2017-104640,2017-11-10,2017-11-16,4
2902,CA-2017-104647,2017-02-23,2017-03-01,4
2903,CA-2017-104731,2017-07-21,2017-07-27,4
2904,CA-2017-104745,2017-05-29,2017-06-04,4
2905,CA-2017-104801,2017-02-13,2017-02-19,4
2906,CA-2017-104822,2017-10-20,2017-10-20,2
2907,CA-2017-104850,2017-06-13,2017-06-19,4
2908,CA-2017-104864,2017-11-18,2017-11-23,3
2909,CA-2017-104885,2017-03-02,2017-03-08,4
2910,CA-2017-104906,2017-02-13,2017-02-17,4
2911,CA-2017-104913,2017-11-18,2017-11-22,4
2912,CA-2017-104927,2017-12-22,2017-12-26,4
2913,CA-2017-105053,2017-07-07,2017-07-09,3
2914,CA-2017-105074,2017-06-24,2017-06-29,4
2915,CA-2017-105130,2017-11-21,2017-11-25,4
2916,CA-2017-105144,2017-11-04,2017-11-11,4
2917,CA-2017-105193,2017-03-25,2017-03-31,4
2918,CA-2017-105214,2017-06-16,2017-06-19,1
2919,CA-2017-105235,2017-12-05,2017-12-11,4
2920,CA-2017-105326,2017-08-20,2017-08-27,4
2921,CA-2017-105333,2017-11-30,2017-12-04,4
2922,CA-2017-105410,2017-03-19,2017-03-22,1
2923,CA-2017-105445,2017-02-20,2017-02-25,3
2924,CA-2017-105480,2017-12-20,2017-12-26,4
2925,CA-2017-105487,2017-10-08,2017-10-14,4
2926,CA-2017-105543,2017-11-24,2017-11-24,2
2927,CA-2017-105620,2017-12-25,2017-12-28,1
2928,CA-2017-105669,2017-09-17,2017-09-22,3
2929,CA-2017-105809,2017-02-20,2017-02-23,1
2930,CA-2017-105823,2017-06-22,2017-06-26,4
2931,CA-2017-105851,2017-03-13,2017-03-20,4
2932,CA-2017-105886,2017-12-18,2017-12-23,4
2933,CA-2017-105914,2017-10-02,2017-10-08,4
2934,CA-2017-105921,2017-08-14,2017-08-21,4
2935,CA-2017-105991,2017-05-05,2017-05-06,1
2936,CA-2017-106033,2017-10-15,2017-10-18,3
2937,CA-2017-106047,2017-07-12,2017-07-18,4
2938,CA-2017-106068,2017-10-23,2017-10-28,4
2939,CA-2017-106103,2017-06-10,2017-06-15,4
2940,CA-2017-106180,2017-09-18,2017-09-23,4
2941,CA-2017-106355,2017-04-02,2017-04-05,1
2942,CA-2017-106432,2017-10-19,2017-10-24,4
2943,CA-2017-106537,2017-08-12,2017-08-17,4
2944,CA-2017-106691,2017-11-06,2017-11-12,4
2945,CA-2017-106747,2017-07-03,2017-07-04,1
2946,CA-2017-106782,2017-12-21,2017-12-27,4
2947,CA-2017-106824,2017-07-07,2017-07-11,4
2948,CA-2017-106831,2017-06-01,2017-06-03,1
2949,CA-2017-106852,2017-06-20,2017-06-27,4
2950,CA-2017-106859,2017-03-13,2017-03-18,3
2951,CA-2017-106943,2017-11-14,2017-11-19,4
2952,CA-2017-106964,2017-12-17,2017-12-20,1
2953,CA-2017-107125,2017-11-27,2017-12-02,4
2954,CA-2017-107132,2017-06-26,2017-06-30,4
2955,CA-2017-107167,2017-06-10,2017-06-14,4
2956,CA-2017-107174,2017-11-06,2017-11-13,4
2957,CA-2017-107209,2017-07-27,2017-08-01,3
2958,CA-2017-107244,2017-09-07,2017-09-11,4
2959,CA-2017-107265,2017-04-06,2017-04-12,4
2960,CA-2017-107293,2017-09-05,2017-09-06,1
2961,CA-2017-107314,2017-11-30,2017-12-03,1
2962,CA-2017-107321,2017-08-31,2017-09-04,4
2963,CA-2017-107342,2017-12-17,2017-12-22,4
2964,CA-2017-107461,2017-12-21,2017-12-26,3
2965,CA-2017-107503,2017-01-01,2017-01-06,4
2966,CA-2017-107517,2017-02-05,2017-02-09,4
2967,CA-2017-107552,2017-05-05,2017-05-05,2
2968,CA-2017-107629,2017-12-14,2017-12-14,2
2969,CA-2017-107713,2017-03-13,2017-03-17,4
2970,CA-2017-107720,2017-11-06,2017-11-13,4
2971,CA-2017-107727,2017-10-19,2017-10-23,3
2972,CA-2017-107748,2017-12-10,2017-12-12,3
2973,CA-2017-107797,2017-05-08,2017-05-11,3
2974,CA-2017-107825,2017-11-18,2017-11-18,2
2975,CA-2017-107832,2017-11-23,2017-11-26,3
2976,CA-2017-107853,2017-05-26,2017-05-31,4
2977,CA-2017-107874,2017-11-21,2017-11-25,4
2978,CA-2017-107909,2017-09-01,2017-09-06,4
2979,CA-2017-107958,2017-07-02,2017-07-05,1
2980,CA-2017-107986,2017-12-13,2017-12-13,2
2981,CA-2017-108000,2017-01-12,2017-01-16,4
2982,CA-2017-108035,2017-11-29,2017-12-03,4
2983,CA-2017-108070,2017-04-16,2017-04-20,4
2984,CA-2017-108091,2017-11-16,2017-11-21,4
2985,CA-2017-108112,2017-11-15,2017-11-20,4
2986,CA-2017-108287,2017-12-18,2017-12-20,1
2987,CA-2017-108294,2017-12-10,2017-12-10,2
2988,CA-2017-108322,2017-04-30,2017-05-05,4
2989,CA-2017-108329,2017-12-09,2017-12-14,4
2990,CA-2017-108441,2017-06-12,2017-06-18,4
2991,CA-2017-108539,2017-03-21,2017-03-23,3
2992,CA-2017-108553,2017-04-23,2017-04-29,4
2993,CA-2017-108560,2017-07-08,2017-07-15,4
2994,CA-2017-108574,2017-10-07,2017-10-11,4
2995,CA-2017-108749,2017-09-12,2017-09-15,1
2996,CA-2017-108756,2017-12-25,2017-12-29,4
2997,CA-2017-108791,2017-07-27,2017-07-31,4
2998,CA-2017-108854,2017-12-08,2017-12-14,4
2999,CA-2017-108910,2017-09-24,2017-09-29,4
3000,CA-2017-108931,2017-09-14,2017-09-19,4
3001,CA-2017-109085,2017-02-17,2017-02-20,1
3002,CA-2017-109099,2017-10-06,2017-10-11,4
3003,CA-2017-109183,2017-12-04,2017-12-09,4
3004,CA-2017-109211,2017-04-04,2017-04-10,4
3005,CA-2017-109393,2017-06-30,2017-07-02,3
3006,CA-2017-109589,2017-12-21,2017-12-24,1
3007,CA-2017-109701,2017-12-02,2017-12-03,2
3008,CA-2017-109715,2017-12-09,2017-12-14,4
3009,CA-2017-109750,2017-07-22,2017-07-28,4
3010,CA-2017-109757,2017-09-04,2017-09-09,3
3011,CA-2017-109778,2017-07-16,2017-07-21,4
3012,CA-2017-109946,2017-04-16,2017-04-21,4
3013,CA-2017-109960,2017-12-09,2017-12-11,3
3014,CA-2017-110198,2017-05-01,2017-05-02,1
3015,CA-2017-110212,2017-05-01,2017-05-05,4
3016,CA-2017-110310,2017-10-27,2017-11-02,4
3017,CA-2017-110373,2017-10-27,2017-10-30,3
3018,CA-2017-110380,2017-09-02,2017-09-07,4
3019,CA-2017-110429,2017-11-03,2017-11-08,4
3020,CA-2017-110443,2017-11-21,2017-11-25,4
3021,CA-2017-110478,2017-03-04,2017-03-09,4
3022,CA-2017-110625,2017-12-23,2017-12-30,4
3023,CA-2017-110821,2017-08-07,2017-08-08,1
3024,CA-2017-110842,2017-11-11,2017-11-16,4
3025,CA-2017-110884,2017-03-07,2017-03-12,4
3026,CA-2017-110905,2017-09-10,2017-09-15,3
3027,CA-2017-110926,2017-11-19,2017-11-23,4
3028,CA-2017-110940,2017-07-23,2017-07-28,4
3029,CA-2017-111178,2017-06-15,2017-06-22,4
3030,CA-2017-111220,2017-09-02,2017-09-08,4
3031,CA-2017-111262,2017-10-28,2017-11-01,3
3032,CA-2017-111269,2017-06-16,2017-06-18,3
3033,CA-2017-111332,2017-05-20,2017-05-22,3
3034,CA-2017-111374,2017-02-24,2017-02-28,4
3035,CA-2017-111388,2017-09-02,2017-09-02,2
3036,CA-2017-111556,2017-11-20,2017-11-22,1
3037,CA-2017-111577,2017-10-16,2017-10-21,4
3038,CA-2017-111591,2017-03-21,2017-03-25,4
3039,CA-2017-111647,2017-07-03,2017-07-07,4
3040,CA-2017-111689,2017-11-30,2017-12-02,3
3041,CA-2017-111717,2017-10-10,2017-10-16,4
3042,CA-2017-111738,2017-01-03,2017-01-07,4
3043,CA-2017-111759,2017-07-08,2017-07-12,4
3044,CA-2017-111808,2017-12-16,2017-12-20,4
3045,CA-2017-111815,2017-03-03,2017-03-10,4
3046,CA-2017-112004,2017-09-25,2017-09-28,1
3047,CA-2017-112039,2017-03-25,2017-03-29,4
3048,CA-2017-112172,2017-06-10,2017-06-14,3
3049,CA-2017-112333,2017-04-08,2017-04-14,4
3050,CA-2017-112431,2017-10-12,2017-10-14,3
3051,CA-2017-112473,2017-05-25,2017-06-01,4
3052,CA-2017-112487,2017-12-26,2017-12-30,4
3053,CA-2017-112515,2017-09-17,2017-09-21,3
3054,CA-2017-112529,2017-11-19,2017-11-21,1
3055,CA-2017-112536,2017-05-18,2017-05-23,4
3056,CA-2017-112725,2017-01-30,2017-02-06,4
3057,CA-2017-112753,2017-06-18,2017-06-23,4
3058,CA-2017-112774,2017-09-11,2017-09-12,1
3059,CA-2017-112809,2017-08-18,2017-08-22,4
3060,CA-2017-112844,2017-11-13,2017-11-16,3
3061,CA-2017-112865,2017-05-18,2017-05-22,4
3062,CA-2017-112900,2017-04-09,2017-04-12,3
3063,CA-2017-112956,2017-08-21,2017-08-27,4
3064,CA-2017-112984,2017-09-16,2017-09-18,3
3065,CA-2017-113075,2017-09-02,2017-09-06,4
3066,CA-2017-113208,2017-03-26,2017-04-02,4
3067,CA-2017-113278,2017-01-14,2017-01-20,4
3068,CA-2017-113355,2017-12-01,2017-12-05,4
3069,CA-2017-113418,2017-10-01,2017-10-03,1
3070,CA-2017-113453,2017-10-21,2017-10-28,4
3071,CA-2017-113460,2017-11-07,2017-11-09,3
3072,CA-2017-113474,2017-03-30,2017-03-31,1
3073,CA-2017-113481,2017-01-02,2017-01-04,1
3074,CA-2017-113530,2017-05-19,2017-05-21,3
3075,CA-2017-113558,2017-10-21,2017-10-26,4
3076,CA-2017-113572,2017-11-07,2017-11-11,4
3077,CA-2017-113670,2017-10-15,2017-10-17,1
3078,CA-2017-113705,2017-03-27,2017-03-29,3
3079,CA-2017-113873,2017-11-13,2017-11-19,4
3080,CA-2017-113908,2017-06-03,2017-06-09,4
3081,CA-2017-114055,2017-12-25,2017-12-29,3
3082,CA-2017-114216,2017-09-02,2017-09-06,4
3083,CA-2017-114258,2017-11-05,2017-11-10,3
3084,CA-2017-114370,2017-03-14,2017-03-17,3
3085,CA-2017-114412,2017-04-15,2017-04-20,4
3086,CA-2017-114440,2017-09-14,2017-09-17,3
3087,CA-2017-114524,2017-03-31,2017-04-05,3
3088,CA-2017-114552,2017-09-02,2017-09-08,4
3089,CA-2017-114636,2017-08-25,2017-08-29,4
3090,CA-2017-114804,2017-10-17,2017-10-19,3
3091,CA-2017-115070,2017-04-10,2017-04-14,3
3092,CA-2017-115105,2017-02-06,2017-02-11,4
3093,CA-2017-115119,2017-10-26,2017-10-30,4
3094,CA-2017-115154,2017-01-08,2017-01-11,1
3095,CA-2017-115175,2017-08-07,2017-08-12,4
3096,CA-2017-115322,2017-05-11,2017-05-16,3
3097,CA-2017-115364,2017-06-26,2017-07-02,4
3098,CA-2017-115427,2017-12-30,2018-01-03,4
3099,CA-2017-115448,2017-11-11,2017-11-14,1
3100,CA-2017-115546,2017-05-14,2017-05-18,4
3101,CA-2017-115602,2017-12-18,2017-12-24,4
3102,CA-2017-115651,2017-07-09,2017-07-12,1
3103,CA-2017-115777,2017-08-19,2017-08-24,4
3104,CA-2017-115805,2017-07-31,2017-07-31,2
3105,CA-2017-115882,2017-09-14,2017-09-17,1
3106,CA-2017-115931,2017-12-22,2017-12-26,4
3107,CA-2017-115994,2017-01-28,2017-01-31,3
3108,CA-2017-116113,2017-10-02,2017-10-06,3
3109,CA-2017-116127,2017-06-25,2017-06-27,3
3110,CA-2017-116204,2017-02-11,2017-02-14,3
3111,CA-2017-116225,2017-11-05,2017-11-09,4
3112,CA-2017-116288,2017-03-12,2017-03-17,4
3113,CA-2017-116358,2017-11-02,2017-11-06,4
3114,CA-2017-116498,2017-05-30,2017-06-03,4
3115,CA-2017-116519,2017-10-13,2017-10-15,1
3116,CA-2017-116645,2017-11-30,2017-12-04,4
3117,CA-2017-116680,2017-09-04,2017-09-06,3
3118,CA-2017-116715,2017-12-02,2017-12-05,1
3119,CA-2017-116855,2017-12-17,2017-12-21,4
3120,CA-2017-116939,2017-09-25,2017-09-29,4
3121,CA-2017-116946,2017-12-19,2017-12-23,4
3122,CA-2017-116953,2017-04-24,2017-04-25,1
3123,CA-2017-116988,2017-06-27,2017-06-29,3
3124,CA-2017-117009,2017-09-22,2017-09-28,4
3125,CA-2017-117023,2017-08-07,2017-08-12,4
3126,CA-2017-117044,2017-09-11,2017-09-13,3
3127,CA-2017-117079,2017-10-23,2017-10-27,4
3128,CA-2017-117114,2017-10-31,2017-11-05,4
3129,CA-2017-117128,2017-12-05,2017-12-08,3
3130,CA-2017-117156,2017-03-21,2017-03-23,3
3131,CA-2017-117198,2017-08-31,2017-09-05,4
3132,CA-2017-117212,2017-02-26,2017-02-28,3
3133,CA-2017-117240,2017-07-23,2017-07-28,4
3134,CA-2017-117261,2017-09-04,2017-09-10,4
3135,CA-2017-117324,2017-12-08,2017-12-13,4
3136,CA-2017-117394,2017-09-04,2017-09-10,4
3137,CA-2017-117401,2017-05-18,2017-05-22,3
3138,CA-2017-117422,2017-10-21,2017-10-25,4
3139,CA-2017-117436,2017-06-08,2017-06-14,4
3140,CA-2017-117443,2017-12-23,2017-12-25,3
3141,CA-2017-117457,2017-12-08,2017-12-12,4
3142,CA-2017-117485,2017-09-23,2017-09-29,4
3143,CA-2017-117513,2017-03-03,2017-03-08,4
3144,CA-2017-117632,2017-05-12,2017-05-18,4
3145,CA-2017-117646,2017-08-21,2017-08-25,4
3146,CA-2017-117653,2017-10-19,2017-10-23,4
3147,CA-2017-117667,2017-12-04,2017-12-09,4
3148,CA-2017-117695,2017-08-05,2017-08-08,1
3149,CA-2017-117702,2017-11-28,2017-12-04,4
3150,CA-2017-117807,2017-10-01,2017-10-07,4
3151,CA-2017-117821,2017-06-12,2017-06-16,4
3152,CA-2017-117863,2017-05-18,2017-05-23,4
3153,CA-2017-117870,2017-01-27,2017-01-30,3
3154,CA-2017-117926,2017-12-08,2017-12-12,3
3155,CA-2017-117933,2017-12-24,2017-12-29,4
3156,CA-2017-117947,2017-08-18,2017-08-23,3
3157,CA-2017-118003,2017-12-04,2017-12-10,4
3158,CA-2017-118017,2017-12-03,2017-12-06,3
